nazmideen	n ɑː ʈ s m aj ɖ iː n
eleah	ɛ ʎ ɪ ə
mindel	m aj n ɖ ə l
vinodhkumar	ʋ aj n ə ɖ k ʉː m ɑː
ronald	ɹ ɒ n ə l ɖ
krishnakant	c ɹ ɪ ʃ n ə k ə n ʈ
makharaja	m ə k ə ɹ ɑː dʒ ə
babupuri	b ə b ʉː p ʉː ɹ i
barrett	b a ɹ ɪ ʈ
ramvati	ɹ a m ʋ ɑː ʈʲ i
jayaprada	dʒ eː ə p ɹ ɑː ɖ ə
raeshawn	ɹ iː ʃ ɒː n
royalstore	ɹ ɔj ə l s ʈ ɒː
analicia	a n ə ʎ ɪ ʃ ə
diego	ɖ i eː ɡ oː
padmavathana	p ə ɖ m ɑː ʋ ə ʈ ɑː n ə
rajenderi	ɹ ɑː dʒ ɛ n ɖ ɹ i
thalavenkat	t̪ ə l eː ʋ ə n k a ʈ
meila	m aj l ə
ovidio	oː ʋ ɪ ɖ i oː
karalyn	k a ɹ ə ʎ ɪ n
kamahartre	k ɑː m ə h ɑː ʈ ə
parameshthin	p ə ɹ a mʲ ɪ ʃ t̪ ɪ n
shritirtha	ʃ ɹ aj ʈʲ ɪ ɜ t̪ ə
aleeza	ə ʎ iː z ə
ezeriah	ɛ z ɛ ɹ aj ə
nyara	ɲ ɑː ɹ ə
jhovanny	dʒ h oː ʋ a ɲ i
ub	ə b
maveeran	m a ʋ ə ə ɹ ə n
sagana	s a ɡ ə n ɑː
bhutibhusha	b ʉː ʈ b ʉː ʃ ə
thajubhan	t̪ a dʒ ə ʋ ɒː n
suryatmika	s ɜː ʈ mʲ iː k ə
vidhura	ʋ ɪ ɖ h ʉː ɹ ə
satihs	s eː ʃ ɪ z
chanderkanta	tʃ ɑː n ɖ ə k ɑː n ʈ ə
vibushka	ʋ aj b ʉː ʃ k ə
covey	k ə ʋ i
thannujan	t̪ ə ɲ ʉ dʒ ə n
chandar	tʃ ɑː n ɖ ɑː
krishnika	c ɹ ɪ ʃ n iː k ə
nivethicka	ɲ ɪ ʋ i t̪ ɪ k ə
hazi	ɑː z i
anush	ə n ʊ ʃ
shokarahita	ʃ oː k ɑː ɹ ə ç ɪ ʈ ə
deep	ɖ iː p
sheenu	ʃ i n ʉː
nausheen	n ɒː ʃ i n
shaukshan	ʃ c ʃ ɑː n
aniyah	a n aj j ə
saamanta	s a ə m a n ʈ ə
hanvi	h a n ʋ i
donatella	ɖ oː ɲ eː ʈ ɛ l ə
ammutha	a m j ʉː t̪ ə
uojvala	j ʉː oː dʒ ʋ ə l ə
abhram	ə b ɹ eː m
khalnayak	k ɑː l ɲ j a k
banks	b a ŋ k s
yash	j a ʃ
huxley	h ə k s ʎ i
moishy	m ɔj ʃ i
jyothishree	dʒ ɪ oː t̪ ɪ ʃ ɹ iː
saisarveash	s eː z ɑː ʋ ɪ a ʃ
saiupendra	s eː ə p ɛ n ɖ ɹ ə
keiley	c iː ʎ i
maavika	m ɑː ʋ ɪ k ə
andris	a n ɖ ɹ ɪ s
chiyama	tʃ ɪ j ɑː m ə
nayasivam	ɲ j a s ɪ ʋ ə m
thaanesh	t̪ a ə n ɛ ʃ
jigar	dʒ ɪ ɡ ə
adwaitha	a ɖ ʋ eː t̪ ə
saanthan	s a a n t̪ ə n
akalsharan	ɑː k ɑː l ʃ ɛː ɹ ə n
chetu	tʃ ɛ ʈ ʉ
ramu	ɹ a m ʉː
degan	ɖ iː ɡ ə n
raidan	ɹ eː ɖ ə n
benedict	b ɛ n ə ɖ ɪ k ʈ
kamorah	c eː m oː ɹ ə
gurbax	ɡ ɜː b a k s
ramamma	ɹ a m ə m ə
vanaprastha	ʋ a n ə p ɹ ə s t̪ ə
thiruchenthil	t̪ ɜː ʉ k ə n t̪ ə l
lujeevan	l ʉ dʒ iː ʋ ə n
reddeppareddy	ɹ ɛ ɖ ɛ p ə ɹ ɛ ɖ i
luqmaan	l ʉ k m ə ə n
yuthibhuta	j ʉː t̪ ɪ b ʉ ʈ ə
ganesha	ɡ ə ɲ eː ʃ ə
jessen	dʒ ɛ s ə n
julissa	dʒ ʉː ʎ i s ə
devamani	ɖ ɛ ʋ ə m ɑː ɲ i
adaleen	a ɖ ə ʎ iː n
indratej	ɪ n ɖ ɹ ə ʈ dʒ
avyonna	a ʋ i ɒ n ə
archat	ɑː tʃ a ʈ
emerick	ɪ m ɛ ɹ ɪ k
priyaana	p ɹ iː ə ɑː n ə
santanakumar	s a n ʈ a n ə k ʉː m ɑː
nrip	n ɹ ɪ p
avishka	a ʋ ɪ ʃ k ə
iyanah	iː j ɑː n ə
unnatanana	ə n a tʃ ə n ɑː n ə
sakthiivel	s eː k t̪ ɪ ʋ ə l
kruddha	k ɹ ə ɖ ə
teashini	ʈ iː ʃ iː ɲ i
amalavahin	a m ə l ɑː ʋ ə ɪ n
amitab	ə mʲ ɪ ʈ ə b
jibril	dʒ ɪ b ɹ ɪ l
ravithan	ɹ a ʋ ɪ t̪ ə n
hashvandhan	h a ʃ ʋ a n ɖ h ɑː n
vedayashana	ʋ ɛ ɖ eː ɑː ʃ ɑː n ə
sithal	s ɪ t̪ ə l
kshama	c ʃ ɑː m ə
premawati	p ɹ ɛ m ə ʋ ɑː ʈʲ i
sangesh	s a ŋ ɛ ʃ
hind	h aj n ɖ
bahati	b ə h ɑː ʈʲ i
ghayasree	ɡ ɑː eː ʒ ə ɹ iː
icelynn	aj s ə ʎ ɪ n
badrinarayanan	b a ɖ ɹ ɪ n ɑː ə j ɑː n ə n
fabeha	f ə b ɛ ə
santan	s a n ʈ a n
antastyagine	a n ʈ ə s ʈ aj ə dʒ ɪ n
shahbaz	ʃ ɑː b ɑː z
sta	s ʈ ə
thanushuka	t̪ ə n ʊ ʃ ʉː k ə
hirshani	ç ɪ ə ʃ ɑː ɲ i
shitol	ʃ ɪ ʈ ɒ l
sookesh	s ʊ c ʃ
naeshaki	n ɛ ʃ ɑː c i
thilagaraj	t̪ ɪ l ə ɡ a ɹ ɑː dʒ
sarabi	s ə ɹ eː bʲ i
mirthula	m ɜː t̪ ʊ l ə
dakininayaka	ɖ a c iː ɲ i ɲ ɑː k ə
ragithan	ɹ a dʒ ɪ t̪ ə n
antama	a n ʈ a m ə
malique	m a ʎ ɪ k
dasteegir	ɖ a s ʈʲ iː ɟ ɪ ə
ravathi	ɹ ə ʋ a t̪ i
bakai	b a k aj
padmaksha	p ə ɖ m ɑː c ʃ ə
dugdhabhuje	ɖ ə ɡ ɖ eː b ʉː ɛ
oneil	ə ɲ iː l
ramsevak	ɹ a m z ʋ a k
chunmay	tʃ ə n m ɑː i
vinuka	ʋ aj ɲ ʉː k ə
bundhu	b ə n ɖ h ʉː
dhiesh	d̪ ɪ ɛ ʃ
shuddhapremamay	ʃ ə ɖ ə p ɹ ɛ m ə m eː
hakara	h ɑː k ə ɹ ə
taz	ʈ a z
bikecar	b aj k k ɑ
apampataye	ə p a m p ə ʈ a i
sutape	s ə ʈ eː p
nayanaka	ɲ eː ə n ɑː k ə
ipsita	ɪ p s ɪ ʈ ə
chathriyan	tʃ a t̪ ɹ ɪ aj ə n
ekakine	ɪ k ɑː c i n
aparajitha	a p ə ɹ a dʒ ɪ t̪ ə
kas	k ə z
vaamili	ʋ a ə mʲ ɪ ʎ i
diloshika	ɖ aj l ɒ ʃ iː k ə
jessly	dʒ ɛ s ʎ i
makeyla	m eː k l ə
afaf	a ʋ a f
reign	ɹ eː n
champvai	ʃ a m p ʋ eː ə
charumadh	k ə ɹ ə m ɑː d̪
varalika	ʋ ə ɹ a ʎ ɪ k ə
jetta	dʒ ɛ ʈ ə
yaavini	j ʋ ɪ ɲ i
adra	ə ɖ ɹ ə
paraseth	p a ɹ ə s ɛ t̪
sankshanchakana	s a ɲ c ʃ ɑː n ʃ ɑː k ɑː n ə
mahashri	m ə h ɑː ʃ ɹ iː
seerat	s iː ɹ a ʈ
kaenan	k ə iː n ə n
sanjakumar	s a n dʒ a k ʉ m ɑː
mousika	m aw s iː k ə
luetta	l ʉː ɛ ʈ ə
avishan	a ʋ ɪ ʃ ɑː n
moasen	m oː z ə n
tathyavachase	ʈ a t̪ aj ə ʋ ɑː tʃ eː z
sanadyune	s a n ə ɖ j ʉː n
parmitha	p ɑː mʲ ɪ t̪ ə
rokha	ɹ oː k ə
bhali	b ɑː ʎ i
jananny	dʒ a n a ɲ i
deluxson	ɖ ɪ l ə k s s ə n
jyotheswaran	dʒ ɪ ə t̪ iː s ʋ ɒː ə n
maleyiah	m eː ʎ i aj ə
sarman	s ɑː m ə n
geovonni	dʒ iː oː ʋ ɒ ɲ i
agaladvaishnava	a ɡ ə l ə ɖ ʋ eː ɪ ʃ n ə ʋ ə
nihithan	ɲ iː ɪ t̪ ə n
lakshmidhar	l ə c ʃ i mʲ i ɖ h ɑː
susenderan	s ʉː z ə n ɖ ə ɹ ə n
karnisha	k ɑ ɲ ɪ ʃ ə
kempanna	c ɛ m p a n ə
tatpurushagran	ʈ a pʲ ʊ ɹ ə ʃ ə ɡ ɹ ə n
poothini	p ʉ t̪ iː ɲ i
sarina	s ə ɹ i n ə
veerapandiyan	ʋ iː ɹ a p ə n ɖ i ə n
ragib	ɹ a dʒ ɪ b
jamwal	dʒ eː m ʋ ɒː l
yaksana	j a k s a n ə
blayne	b l eː n
purnanada	p ɜː ɲ eː n ə ɖ ə
saisaravanan	s aj s ə ɹ a ʋ ɪ n ə n
mithuri	mʲ ɪ t̪ ʊ ɹ i
sada	s ɑː ɖ ə
rethaneshwaran	ɹ iː t̪ eː n ʃ ʋ ɒː ə n
lasha	l a ʃ ə
lillyona	ʎ ɪ ʎ iː oː n ə
anoraniyas	ə n ɒ ɹ ɪ n aj aj ə s
ashtynn	a ʃ ʈʲ ɪ n
teoleni	ʈ ə ʎ iː ɲ i
ravinthi	ɹ a ʋ ə n t̪ i
punyadrishe	p ə ɲ ə ɖ ɹ ɪ ʃ
kalakanthin	k a l ə k a n t̪ ɪ n
lathursan	l a t̪ ɜː z ə n
pitambari	p ɪ ʈ ə m b ɑː ɹ i
mughirthana	m ə ɡ h ɜː t̪ a n ə
phaedra	fʲ ɪ ɖ ɹ ə
bhangamay	b a ŋ ə m eː
harismitha	h ə ɹ ɪ s mʲ ɪ t̪ ə
sarvanga	s ɑː ʋ a ŋ ɡ ə
jenae	dʒ ɛ ɲ i
suryavarchase	s ɜː j a ʋ ɑ c eː z
kavina	k ə ʋ ɪ n ə
anooj	a n ʉː dʒ
kanishq	k ə ɲ ɪ ʃ k
attattahasin	ə ʈ a ʈ ə h ɑː s ɪ n
zhamir	ʒ a mʲ ɪ ə
manvantaradhipa	m a m ʋ a n ʈ ə ɹ ɑː ɖ ç ɪ p ə
devisree	ɖ ɪ ʋ aj z ɹ iː
gajine	ɡ a ʒ iː n
daliah	ɖ ɑː ʎ i ə
sjina	s ɪ n ə
khaylani	k ɑː ɪ l ə ɲ i
aryian	ɛː ɹ i ɪ ə n
adel	ə ɖ ɛ l
azarie	eː z ə ɹ i
olijah	ɒ ʎ ɪ j ə
carshan	k ɑː ʃ ɑː n
tapender	ʈ a p ə n ɖ ə
noella	n oː ɛ l ə
viharin	ʋ aj h ə ɹ ɪ n
tulsa	ʈ ə l s ə
subhranshu	s ə b ɹ a n ʃ ʉː
vatsla	ʋ ə ʈ s l ə
nazma	n ɑː ʈ s m ə
methushika	m ɛ t̪ ʊ ʃ iː k ə
phutkarine	p ʉː ʈ a k ɑː ɹ iː n
gaura	ɡ ɒː ɹ ə
nattaly	n a ʈ ə ʎ i
zaki	z ɑː c i
priyatharshiny	p ɹ iː ə t̪ ɑː ʃ aj ɲ i
aariyashree	ɑː ɹ i j a ʃ ɹ iː
emaiyavan	ɛ m ə iː j ə ʋ ə n
hajanthan	h ɑ a n t̪ ə n
karthikaa	k ɑː t̪ aj k ɑː ə
bhagin	b a ɟ ɪ n
varchini	ʋ ɑː tʃ iː ɲ i
ginesh	ɟ ɪ ɲ eː ʃ
jasai	dʒ ə z aj
asrath	ə s ɹ a t̪
bhagwant	b a dʒ iː ʋ ɒ n ʈ
haradhisha	h a ɹ ə ɖ ç ɪ ʃ ə
medini	m ə ɖ iː ɲ i
rajanti	ɹ ɑː dʒ ə n ʈʲ i
k	k
taylyn	ʈ eː ʎ ɪ n
cotton	k ɒ ʈ ə n
jakyla	dʒ a k aj l ə
laxmi	l a k s mʲ i
hip	ç ɪ p
theamadhuran	t̪ iː ə m ɑː ɖ h ɜː ə n
girikoushik	dʒ ɪ ɹ ɪ k aw ʃ ɪ k
arogine	ə ɹ oː dʒ aj n
lakeesh	l eː k ɛ ʃ
pinonnatastani	p ɪ ɲ ɒ n ə ʈ ə s ʈ ɑː ɲ i
jennavieve	dʒ ɛ n ə ʋ iː ʋ
prkesh	p ɹ c ʃ
kjayakumar	c ə j ə k ʉː m ɑː
aandhan	ɑː n ʈ h ɑː n
thannavan	t̪ a ŋ n a ʋ ə n
amad	a m ə ɖ
claudia	k l ɒː ɖ i ə
byron	b aj ə n
dharunika	ɖ ɑː ʉː ɲ ɪ k ə
jalakara	dʒ a l ə k ɑː ɹ ə
rh	ɹ
melaysia	m ɛ l eː z i ə
sadabhuja	s a ɖ ə b ʉː dʒ ə
devmukil	ɖ ɛ ʋ m ə c ɪ l
azagasan	ə z ɑː ɡ ə s ə n
bannu	b a ɲ ʉː
navithan	n a ʋ ɪ t̪ ə n
jivatmane	dʒ ɪ ʋ ə ʈ m eː n
ananyastha	ə n a ɲ ə ɛ s t̪ ə
mikhail	mʲ ɪ k eː l
dhuvaarakan	ɖ h ʉː ʋ ə ɛː ɹ ə k a n
veathika	ʋ iː t̪ iː k ə
prakritishta	p ɹ ɑː c ɹ ɪ ʈʲ ɪ ʃ ʈ ə
shreenidhi	ʃ ɹ iː ɲ ɪ ɖ i
kajeepan	k ə dʒ iː p ə n
kavayah	k ə ʋ eː aj ə
gajaani	ɡ a dʒ a ɑː ɲ i
jaitharan	dʒ eː t̪ ɛː ɹ ə n
anvitha	a m ʋ ɪ t̪ ə
elanchezhian	ɪ l ɑː n ʃ ɛ ʒ ɪ ə n
dastagiri	ɖ a s ʈ a ɟ ɪ ɹ aj
hobie	h ɒ bʲ i
muna	m ʉː n ə
petar	p ɪ ʈ ɑː
catalia	k ə ʈ a ʎ i ə
sumanyu	s j ʉː m a ɲ ʉː
lakeisha	l eː c ɪ ʃ ə
shatheesh	ʃ d̪ iː ʃ
pavaneshini	p ə ʋ ɑː n ʃ iː ɲ i
broden	b ɹ ɒ ɖ ə n
jhanathika	dʒ h ɑː n ə t̪ iː k ə
naviyah	n a ʋ ɪ j ə
rajip	ɹ a dʒ ɪ p
raoul	ɹ a ʉː l
marlo	m ɑː l oː
kereshan	c ɛ ɹ ɛ ʃ ɑː n
violette	ʋ aj ə l ɛ ʈ
bhadreshvar	b ə ɖ ɹ ɛ ʃ ʋ ɑː
kalakarni	k a l ə k ɑː ɲ i
reshanthan	ɹ ɛ ʃ a n t̪ ə n
karnak	k ɑː n ɑː k
manobhaav	m a n ə ʋ ɒː eː ʋ iː
gowdham	ɡ aw ɖ ə m
bhavashuddha	b a ʋ ɑː ʃ ə ɖ ə
nurjaha	n ɜː dʒ ə h ɑː
vaikunan	ʋ eː ɪ k ʊ n ə n
shrichandi	ʃ ɹ ɪ tʃ a n ɖ i
kutraalan	k ʊ ʈ ɹ a ə l ə n
tivra	ʈ ɪ ʋ ɹ ə
rishirupa	ɹ ɪ ʃ ɪ ɹ ʉː p ɑː
ganasevya	ɡ ə n ɑː s ɛ ʋ ə
liani	ʎ i ɑː ɲ i
cheyann	ʃ aj a n
tata	ʈ a ʈ ə
jayavainavi	dʒ eː ə ʋ eː ɲ eː ʋ iː
chirath	k aj ɹ a t̪
parveenbegum	p ɑː ʋ ə ə n b ɛ ɡ ə m
kamadhuktulas	k ə m ɑː ɖ h ʉː k ʈ ʉː l ə z
kallaiarasan	k ɑː ə l a i ə ɹ ə s ə n
prakasan	p ɹ ɑː k ɑː z ə n
kuganesh	k ʉː ɡ ə ɲ eː ʃ
leilynn	ʎ iː l ɪ n
mathuban	m a t̪ ə b ə n
annorah	ə n ɔj ɹ ə
nake	ɲ eː k
lowhini	l oː i ɲ i
chandraja	tʃ ɑː n ɖ ɹ ɑː dʒ ə
shambhu	ʃ a m b ʉː
tamilko	ʈ a m ə l k oː
montzerrat	m ɒ n ʈ s ə ɹ a ʈ
inori	ɪ n ɒ ɹ i
taitra	ʈ eː ʈ ɹ ə
draden	ɖ ɹ eː ɖ ə n
rituparna	ɹ ɪ tʃ ə p ɑː n ə
shyamaja	ʃ aj ə m ɑː dʒ ə
suruliraju	s ʉː ɹ ʉː ʎ ɪ ɹ ə dʒ ʉː
kishitra	c ɪ ʃ aj ʈ ɹ ə
yani	j ɑː ɲ i
tal	ʈ ə l
eliu	ɛ ʎ iː ʉː
valantina	ʋ a l ə n ʈ iː n ə
zayla	z a l ə
umakanta	ʉ m ɑː k ɑː n ʈ ə
kavitheshan	k ɑː ʋ i d̪ ʃ ɑː n
lakshita	l ə c ʃ iː ʈ ə
yegappan	j ɛ ɡ a p ə n
gharmada	ɡ ɑː m ɑː ɖ ə
faqirah	f a tʃ iː ɹ ə
izeah	aj z ə
venakatramna	ʋ iː n ə k ə ʈ ɹ a m n ə
kuladipika	k ʉː l a ɖ ɪ p iː k ə
thushinth	t̪ ə ʃ ɪ n t̪
jaladhi	dʒ a l ə ɖ i
chhinnarupa	tʃ ç ɪ n ə ɹ ʉː p ɑː
gowthem	ɡ aw t̪ ə m
aakulan	eː eː c eː ʊ l ə n
chaturmatre	tʃ a ʈ ʊ m a ʈ ə
kantarasupri	k ə n ʈ ɑ ʒ ə p ɹ i
yuvhasshinee	j ʉː ʋ h a s ç iː ɲ i
jeslina	dʒ iː z ʎ iː n ə
patan	p ə ʈ ə n
lida	ʎ ɪ ɖ ə
jabril	dʒ a b ɹ ɪ l
briggs	b ɹ ɪ ɡ z
anishkaa	a ɲ ɪ ʃ k ə ə
beauden	bʲ ʉː ɖ ə n
zubair	z ʉː b ɛː
casie	k a z i
cebastian	s ɛ b a s ʈʲ i ə n
lusan	l ʉː z ə n
kavimahil	k ɑː ʋ i m ə ə l
navass	n a ʋ ə s
vaseeharan	ʋ a s iː ɑː ə n
arunoday	a ɹ ə n ɖ eː
mercedes	m ɜː s ə ɖ iː z
jagvir	dʒ a ʋ ɪ ə
divyaesh	ɖ ɪ ʋ ɪ iː ʃ
ramsiva	ɹ a m z iː ʋ ə
kshamakanta	c ʃ ɑː m ə k ɑː n ʈ ə
lynnae	ʎ ɪ ɲ iː
fey	f eː
latavasine	l eː ʈ ə ʋ ə s aj n
aluel	a ʎ ʉ ə l
vaisnavi	ʋ eː z ɲ eː ʋ iː
anidul	a n aj dʒ ə l
sabareeshwaran	s a b ə ɹ iː ʃ ʋ ɒː ə n
jananthan	dʒ a n a n t̪ ə n
manjulika	m a n dʒ ə ʎ ɪ k ə
kanon	k a n ə n
milanni	mʲ ɪ l a ɲ i
tyriq	ʈ ɪ ɹ ɪ k
ambuchchhata	a m b ʊ tʃ tʃ h ɑː ʈ ə
shantirakshaka	ʃ a n ʈʲ ɪ ɹ ɑː c ʃ ɑː k ə
hayaan	ç ɑː ə n
devashree	ɖ iː ʋ ɑː ʃ ɹ iː
graziella	ɟ ɹ eː z ɪ ɛ l ə
matua	m ə tʃ ʋ ə
pupathy	pʲ ʉː p ə t̪ i
hiroto	ç ɪ ɹ oː ʈ oː
lais	l eː z
waylyn	ʋ eː ʎ ɪ n
up	ə p
romika	ɹ ɒ mʲ ɪ k ə
abhiman	ə bʲ ɪ m ə n
enakshi	n ɑ c ʃ iː
rasmikan	ɹ a z mʲ ɪ k ɑː n
sarvasaha	s ɑː ʋ ə s ɑ h ə
bike	b aj k
haramohakara	h a ɹ ə m oː h ɑː k ə ɹ ə
laghutvahrite	l a ʊ ʈ ʋ ə ɹ aj ʈ
urdhvashayine	ɜː ɖ ʋ ɑː ʃ ɑː j iː n
tanush	ʈ ə n ʊ ʃ
sphuratkant	s f ə ɹ ə ʈ k ə n ʈ
anukrakapratha	ə ɲ ʉː k ɹ ɑː k ɑː p ɹ ə t̪ ə
drishyana	ɖ ɹ ɪ ʃ j ɑː n ə
bhatasthan	b ɑː ʈ ɑː s t̪ ə n
abhypsit	a b ç ɪ p s ɪ ʈ
aesir	iː s ɜː
depika	ɖ ɛ p ɪ k ə
bhaktanukampin	b ɑː k ʈ ə ɲ ʉː k ə m p ɪ n
kaesitha	k ə iː z ɪ t̪ ə
yashmit	j a ʃ mʲ ɪ ʈ
afshar	ə f ʃ ɑː
koralynn	k oː ɹ ə ʎ ɪ n
mittali	mʲ ɪ ʈ ɑː ʎ i
muhunthana	m ə ə n ʈ ɑː n ə
vinaa	ʋ ɪ n a ə
lathurshen	l a t̪ ə ʃ ə n
abha	a b ə
shriramatulas	ʃ ɹ ɪ ɹ ɑ m ə ʈ ʉː l ə z
jitakama	dʒ iː ʈ ə k ɑː m ə
divashtika	ɖ aj ʋ ɑː ʃ ʈʲ ɪ k ə
kalaimaaran	k ə l eː m ɛ ɹ ə n
jinal	dʒ ɪ n ə l
konor	k oː ɲ ə
kharon	k ɑː ə n
iravanan	ɪ ɹ ɑː ʋ ə n ə n
rudhirapri	ɹ ʉː ɖ ç ɪ ɹ a p ɹ i
pavaja	p ə ʋ ɑː dʒ ə
nakum	ɲ eː k ə m
jnanasiddhida	dʒ ə n ɑː n ə ʃ iː d̪ aj ɖ ə
aliul	a ʎ ɪ ə l
bhaktigat	b ɑː k ʈʲ i ɡ ə ʈ
shazwan	ʃ ə z ʋ ɑː n
irshaghne	ə ʃ ɑː ɡ n
baladayin	b a l ə ɖ eː ɪ n
misty	mʲ ɪ s ʈʲ i
kanishna	k ə ɲ ɪ ʃ n ə
anahi	a n ə i
ambalavana	a m b a l ə ʋ ɑː n ə
irshad	ə ʃ ɑː ɖ
donathan	ɖ ɒ n ə t̪ ə n
pirithish	p ɪ ɹ ɪ d̪ ɪ ʃ
papasamhartre	p a p a s aw ʋ ʈ ə
zymira	z ɪ m aj ɹ ə
afsar	ə f s ɑː
cushanthan	k ʊ ʃ a n t̪ ə n
niroothan	ɲ ɪ ə ʉː t̪ ə n
dronachar	ɖ ɹ oː n ə k ɑː
kamaligha	k ɑː m ə ʎ ɪ ɡ ɑː
saud	s ɒː ɖ
shadhna	ʃ ɑː ɖ n ə
raidel	ɹ eː ɖ ə l
castle	k a s ə l
gosigan	ɡ ɒ s ɪ ɡ ə n
jile	dʒ ɪ l
vaayu	ʋ a ɑː j ʉː
joeleigh	dʒ oː ʎ i
myzel	m aj z ə l
vakpatipriya	ʋ a k p a ʈʲ ɪ p ɹ iː ə
nael	ɲ eː ə l
piratharsan	p aj ɹ ə t̪ ɑː s ə n
samyuga	s a m j ʉː ɡ ə
jagaddhatr	dʒ a ɡ ə ɖ ə ʈ ɹ
reylynn	ɹ eː ʎ ɪ n
mukurtha	m ə k ɜː t̪ ə
dhyanaparayana	ɖ ɑː n ə p ɑː ə j ɑː n ə
umesh	j ʉ m ɛ ʃ
nigitha	n aj ɟ ɪ t̪ ə
chaitanyarupa	tʃ aj ʈ ə ɲ ə ɹ ʉː p ə
permal	p ɜ m ə l
janecia	dʒ a n ʃ ə
manikandasankar	m a ɲ ɪ k ɑː n ɖ ɑː s a ŋ k ə
jaxan	dʒ a k s ə n
tamoghne	ʈ ə m ɒ n
puvanendran	pʲ ʉː ʋ ə n ɛ n ɖ ə n
arabella	a ɹ ə b ɛ l ə
araktavarna	ə ɹ a k ʈ ʋ ɑː n ə
vennmanichelvan	ʋ ɛ n mʲ ɪ ɲ ɪ tʃ ɛ l ʋ ə n
gnanendran	n a ɲ ɪ n ɖ ə n
bhasmadharine	b a z m ɑː ɖ h ə ɹ iː n
shrinagakan	ʃ ɹ aj n ɑː ɡ ə k ə n
kushank	k ʊ ʃ a ŋ k
bhagadhara	b a ɡ ɑː d̪ ɑː ɹ ə
haeshika	ç iː ʃ iː k ə
nevathini	n ə ʋ ɑː ʈʲ i ɲ i
lalambusa	l a l a m b ʉː z ə
trinitra	ʈ ɹ ɪ ɲ ɪ ʈ ɹ ə
jotish	dʒ oː ʈʲ ɪ ʃ
alanni	a l a ɲ i
kasish	k ə s ɪ ʃ
lenna	l ɛ n ə
moh	m oː
jotheesan	dʒ oː t̪ iː z ə n
branaven	b ɹ a n ə ʋ ə n
soumitra	s ʉː mʲ iː ʈ ɹ ə
theamathura	t̪ iː ə m a t̪ ʊ ɹ ə
danis	ɖ eː ɲ ɪ s
bhatajanan	b ɑː ʈ ɑː dʒ ə n ə n
nishnitha	ɲ ɪ ʃ ɲ ɪ t̪ ə
allabaksh	a l ə b a c ʃ
ankisha	a ɲ c ɪ ʃ ə
uthandarayan	j ʉː t̪ ə n ɖ ɑː aj ə n
chinnaswamy	tʃ ɪ n ə s ʋ ɑː mʲ i
divyeshprem	ɖ ɪ ʋ ʃ p ɹ ə m
kartisha	k ɑː ʈʲ ɪ ʃ ə
laird	l ɛː ɖ
anoshan	ə n ɒ s h ɑː n
parvti	p ɑː ʋ ʈʲ i
kaycion	c eː ʃ ə n
vivikshu	ʋ ɪ ʋ ɪ c ʃ ʉː
kalairaj	k a l ə ɪ ɹ ɑː dʒ
achu	ə tʃ ʉː
vithushagi	ʋ aj t̪ ɒ s h a ɟ i
sandiyar	s ə n ɖ i ə
anchit	a n tʃ ɪ ʈ
trilokadi	ʈ ɹ ɪ l ə k ə ɖ i
ahamynthan	ə h a mʲ ɪ n t̪ ə n
devmani	ɖ ɛ ʋ m ɑː ɲ i
zaia	z aj ɪ ə
kadambavel	k ə ɖ a m b ə ʋ ə l
giripujaka	dʒ ɪ ɹ ɪ p ʉː dʒ ɑː k ə
maevry	m eː ʋ ɹ i
pathmaveni	p a t̪ m ə ʋ iː ɲ i
raenuhan	ɹ eː ɲ ʉː h ɑː n
nimnaga	ɲ ɪ m n ɑː ɡ ə
burak	b ʊ ɹ ə k
imaiyarl	ɪ m eː j ɑː l
vajranakha	ʋ ə dʒ ɹ ə n ɑː k ə
mukilavan	m ə c ɪ l a ʋ ə n
kahaan	k ə h ɑː ə n
pramesh	p ɹ ə m ɛ ʃ
nahun	n ə ʋ n
amritadrisht	a m ɹ aj ʈ ə ɖ ɹ ɪ ʃ ʈ
joyatri	dʒ ɔj ʈ ɹ i
hamshini	h a m ʃ iː ɲ i
valentyna	ʋ ə l ɛ n ʈ aj n ə
kalada	k a l ə ɖ ə
minnie	mʲ ɪ ɲ i
alleson	ə l ɛ s ə n
akith	ə c ɪ t̪
anuva	a ɲ ə ʋ ə
vidhayaka	ʋ ɪ ɖ ç ɑː k ə
jeyamohan	dʒ ɛ j ə m oː h ɑː n
sadvik	s a ɖ ʋ ɪ k
mahamukt	m ə h ɑː m ə k ʈ
gobind	ɡ ɒ b aj n ɖ
rinki	ɹ ɪ ɲ c i
dahlila	ɖ ɑː ʎ ɪ l ə
nilayini	ɲ i l ə j iː ɲ i
ezhilinpan	ɛ ʒ ɪ ʎ ɪ n p ə n
tabwsum	ʈ a b ʉː z ə m
jasiel	dʒ a s ɪ ə l
uvanthika	j ʉː ʋ a n t̪ aj k ə
manjavva	m a n dʒ a ʋ ʋ ə
nallusamy	n ə l ʉː z ə mʲ i
rajaneeshen	ɹ ɑː dʒ ə ɲ iː ʃ ə n
ithikasan	ɪ t̪ aj k ɑː z ə n
jagadyonaye	dʒ a ɡ ə ɖ ɪ ə n ɑː j
chanley	tʃ ɑː n ʎ i
naif	ɲ eː f
brahnapriya	b ɹ ɑː n ə p ɹ iː ə
bamp	b a m p
mauktika	m ɒː k ʈʲ ɪ k ə
vivekan	ʋ aj ʋ ə k a n
